X_in,X_out
3968,3
2890,76
1538,8
2020,18
20,11
488,5
454,12
3222,2
528,30
2109,6
148,693
1389,156
41,31
2183,28
652,283
905,164
937,55
296,7
27,142
3093,1
3337,11
1255,15
2442,3
107,444
3448,24
1259,1275
1506,94
3115,32
2952,1
2542,230
466,2
843,7
2899,1678
432,699
3844,349
1479,697
2572,2
1686,2
1082,1
1910,19
711,53
892,374
3804,33
316,1105
1358,1060
1373,61
2494,5
2147,2147
1327,521
120,2
3653,988
2332,1
1076,1147
1706,14
1419,1
379,23
2244,14
948,18
281,77
1600,1
3197,7
288,1
2156,1155
26,5
1868,745
965,367
404,247
2860,45
722,18
353,540
11,1761
2364,2897
716,200
1745,5
3447,1609
690,893
267,548
1826,428
2584,616
4,4
3617,2
1494,81
1315,3548
3212,2
1092,26
2899,6
3834,1125
555,2
1998,2092
869,20
3227,6
64,15
1903,78
2387,2
1096,702
1828,25
2117,2
2003,486
331,7
176,7
387,35
887,218
25,1608
312,10
3911,31
2441,75
1140,112
572,156
866,1747
49,36
923,19
2948,1
95,330
3946,2364
780,2575
402,1805
1865,277
19,54
3381,11
763,256
899,26
2209,2
1809,3457
2213,147
888,7
1448,26
872,2
891,1
1543,14
1416,1515
2119,782
2523,5
240,240
1771,33
1000,25
1667,2688
1194,1194
1014,52
855,64
2124,11
72,1
6,1250
2,307
1446,101
1938,98
675,99
2426,16
1233,3420
3458,68
295,3963
720,7
581,8
2976,138
172,73
3686,319
939,1099
177,5
3708,5
16,981
151,3284
3701,3
135,71
1498,12
2349,1208
2416,2312
31,1976
35,91
21,10
1207,11
1665,99
940,284
484,6
854,4
633,1
3632,161
3353,44
3385,104
59,1
477,368
4,117
2647,2
1091,3668
2167,27
918,94
3816,2932
27,1139
1119,1792
2,144
338,334
7,28
3999,1481
3227,212
2302,30
2627,323
434,960
1155,483
84,1
2,1
1203,1
3370,24
639,1
39,1
3196,102
2928,427
718,45
2160,6
42,30
36,226
656,689
725,27
3437,727
11,2
3919,567
337,7
725,11
838,223
3285,17
450,148
1238,110
2366,269
298,2
2590,1558
98,4
3109,1066
3937,1
692,266
439,5
2171,408
230,15
3098,466
2289,1247
266,381
3626,1
135,1
352,2
2241,2
45,2
20,280
2039,56
2086,25
430,5
1914,33
3435,129
1092,120
2387,1423
783,202
2531,12
3855,2855
1848,3
12,1218
908,1
10,9
1027,14
916,1
55,90
591,18
3044,22
1328,2613
2570,1
1599,8
709,291
403,136
3058,568
1707,1
1114,14
3622,823
1532,216
1676,630
275,3950
1569,665
239,114
153,7
3846,11
2930,172
1556,1
1497,11
1730,15
3571,1
684,26
836,512
2587,6
609,3095
2241,602
483,31
3857,56
331,24
829,3
2541,2
2007,15
2767,339
304,3269
342,2
2318,765
929,1341
2546,350
113,1
3034,1
607,42
2199,9
17,146
1797,1670
1185,1746
38,5
775,52
131,1
1027,288
3986,1286
3609,887
3419,1167
628,105
3628,363
1498,3
866,1
2052,2818
2942,445
1480,5
1312,25
107,2192
2213,242
559,3197
3286,20
589,1130
179,2
2343,2682
510,510
2634,3
12,56
2187,11
3473,14
234,92
2891,29
2682,2
93,2391
2798,1247
2742,111
3614,4
118,28
552,27
94,2
2828,2170
1776,1
11,2396
1090,1
2235,27
3721,511
1129,805
1366,1166
3599,79
1956,1
201,3
3078,16
2296,90
2063,6
700,7
148,253
2406,1024
1208,1
1731,6
2642,7
1139,20
674,36
3322,188
3351,335
1627,2
3051,24
3346,882
854,1
3629,1
326,3
153,14
2793,25
1639,115
201,28
1934,1
3138,11
278,7
685,32
2486,1
3502,3
365,1320
3131,47
6,714
370,951
446,225
2883,3
3786,1
2050,1
3693,34
2500,1
488,5
2093,922
1710,508
140,1375
73,23
859,1576
884,55
809,20
1406,44
417,50
1352,127
3153,1318
3535,1038
3424,6
1602,40
1281,5
2645,959
3927,5
1923,846
151,4
3227,1882
379,470
1898,7
3128,2273
867,120
640,1821
489,43
256,616
1129,825
1889,1
2403,3341
1597,56
834,1901
3665,532
797,3730
8,13
193,316
445,1684
2344,8
2432,8
17,5
1845,299
591,533
29,1
1476,1
426,284
75,3015
108,207
917,988
3237,965
3281,2577
413,2875
1477,203
1940,1022
9,10
811,17
2722,883
588,2
2029,9
230,2110
1589,7
506,444
2816,214
2111,14
383,465
58,105
1901,31
84,72
943,3
2640,5
1112,20
1918,1318
2040,114
110,12
3742,639
517,129
3026,29
319,2180
1231,27
2933,824
2912,1382
3249,6
953,288
56,26
232,4
2857,61
1406,569
242,1
668,18
1273,121
1870,736
1965,30
2815,3
64,853
675,1
463,103
748,92
2147,1138
2008,1
1515,12
66,48
510,53
3734,5
1940,4
33,74
2227,34
2294,10
1295,2239
3148,6
3533,3461
442,57
1630,2211
930,20
81,3223
1573,1159
424,20
929,51
1,264
469,34
465,858
331,6
458,2375
860,96
63,36
576,1953
2494,2
2337,283
876,1224
8,8
1891,13
3218,5
263,540
71,2149
274,2
392,1
102,29
1620,26
1193,6
862,19
3029,77
180,239
1563,794
3843,952
897,253
1255,84
9,13
1515,1
3186,5
2478,27
1961,7
2162,36
2958,1
29,28
860,5
1344,7
614,141
16,16
3926,25
2304,3546
411,1
38,26
1281,622
3877,1357
1613,209
2088,1210
3465,14
179,25
1458,7
162,2297
81,635
2246,7
1802,784
3,228
1159,3575
147,3
161,1888
234,3841
271,383
40,1972
549,13
1376,5
2505,213
1153,28
393,1105
1261,3757
132,1588
335,106
879,246
946,3
1726,18
354,22
816,7
1384,122
449,2
1192,90
2261,45
3077,56
644,11
536,31
2839,537
639,118
1978,18
70,1
1146,5
6,1552
1514,30
1931,665
1970,1
2692,346
1121,2
1586,2
2882,64
1674,81
881,22
874,3
2654,224
2136,3
1394,2
595,37
1206,220
1468,1747
1661,1
1910,57
106,1868
3000,1678
1271,12
3516,27
2042,348
739,1
1023,24
2027,2224
3663,1893
929,6
2313,28
3964,26
599,14
353,2
3927,2
2295,506
2078,185
2822,31
2828,5
13,16
20,2092
2660,5
1367,1
1432,1
638,46
2162,6
2119,639
1573,415
3544,89
1615,2
1529,172
2728,65
5,991
2690,1
1615,1052
373,11
2258,3671
1462,1306
333,3070
3228,19
2593,7
1398,2
2856,25
712,123
14,136
1536,824
785,258
3848,928
2514,568
495,150
1654,28
851,265
349,326
3109,1915
1654,1
3413,415
531,21
940,5
2907,1309
967,2
2849,189
153,1
1987,51
972,30
2384,3
340,6
2983,156
824,1536
334,1862
2302,38
1361,15
3008,932
36,334
3104,2
155,735
2566,363
1982,6
1777,2
2715,19
3776,1
2431,1067
945,1
1919,7
2705,126
3517,373
1095,1
2301,3
2365,33
384,1
535,5
3211,1
184,2313
930,62
3700,3
1892,2139
20,11
713,772
3946,14
1208,41
32,53
818,28
3629,939
2474,636
1316,1694
3248,2
1327,3051
2550,16
3914,30
1417,33
3666,108
175,124
2,1
3899,3
1669,4
1864,45
844,28
72,347
871,3
2816,51
3073,89
1064,1
2623,11
2524,5
1425,2
1279,53
1498,2814
482,1
3530,27
5,36
2364,6
276,57
2474,2
1211,2
3772,4
223,333
6,173
2420,7
1640,63
1349,24
198,79
2922,18
781,15
3312,15
1474,2006
3161,174
2687,390
3849,1
372,1
3800,326
2054,1
1187,3431
1715,373
2307,3
1689,6
2236,603
1655,19
471,7
174,7
70,1
2154,397
2344,137
104,1624
3119,78
3922,331
2412,18
1759,10
2688,3
5,210
3240,10
208,19
1054,54
1799,2146
1480,1
21,1784
1,10
844,1
1587,989
3162,25
2229,3
294,60
1217,1587
1651,5
1886,1
2990,25
2786,6
322,308
3857,1
2320,1
990,3
1375,6
765,25
980,1
1701,2
1113,3586
2830,2
391,45
1359,1359
2894,2381
20,165
42,4
1818,1094
683,6
509,1
52,324
1406,35
2125,3
490,37
652,1479
2286,2604
403,222
3326,54
2938,2853
2726,2
1516,6
2212,28
313,74
2938,29
970,3
314,472
1131,2
576,846
17,17
3243,18
1428,822
2500,24
3102,4
407,89
2295,628
2482,49
2027,765
1911,4
590,24
298,3304
23,10
287,220
223,7
2075,1
2184,1011
664,11
1166,1666
1467,1
286,1
1791,26
504,28
13,4
2098,31
3692,1
809,49
355,2
1064,1
1387,26
394,1
430,6
190,3
2876,43
716,14
1054,2
1542,2066
523,1587
44,19
1381,20
3009,630
2371,932
3298,17
1951,24
2501,4
4,22
736,3410
479,654
1580,16
2378,171
1321,230
1568,211
84,1
2964,663
2534,678
993,2103
29,913
1521,380
60,185
2963,2
70,916
1465,15
12,200
3075,136
2340,1
371,5
97,232
2268,6
1793,74
800,924
2790,125
2197,4
424,2610
1007,146
1057,19
2796,2
3369,5
1109,7
803,1
2797,26
79,28
1772,14
719,14
1599,490
1941,1173
2916,544
45,5
2326,2
2265,15
28,586
1878,32
2021,7
3353,5
661,23
1858,436
2275,2
30,409
46,71
992,2
23,7
3427,26
2081,473
3193,2
1608,12
1082,67
1891,1
280,50
3818,31
345,203
265,5
3134,31
9,4
2242,924
434,649
703,15
2697,608
3013,3564
2822,5
2249,7
532,70
1694,20
3075,1
1434,138
790,2682
1691,1162
49,275
1091,8
1524,5
916,375
1493,1
115,2
920,15
148,3023
479,1
7,2098
725,48
1776,11
182,2
2019,1
525,5
707,24
1804,11
3130,601
1291,7
391,1
3277,1
761,3267
1645,994
2882,1188
442,3
79,252
445,172
1483,311
2443,1310
902,3113
3493,24
1980,10
474,511
1178,7
3450,153
280,32
3931,6
3901,3
1,250
222,1
1123,4
247,1
2582,1
3195,18
2948,2
3698,1
35,4
474,223
3642,1
1877,905
848,79
443,2
3489,1
1809,288
1048,5
260,7
1881,357
388,1
1584,25
21,4
1039,3089
921,5
1323,490
2837,1
36,62
2415,1670
707,1
79,45
1333,1
2759,146
2995,3
2868,6
2750,2
3900,349
3942,2744
1231,2923
2945,32
449,2482
17,47
289,385
2538,356
1423,30
2556,371
1841,76
3550,20
3154,37
325,1057
2457,78
2583,8
94,1
826,94
2632,55
514,3823
917,11
526,582
2000,7
2788,1
352,86
2204,2891
2223,418
3627,1700
2772,335
886,26
2280,10
36,59
95,1781
626,5
256,1430
3241,615
457,2650
2014,166
1412,176
710,684
2853,219
658,262
116,17
1068,2330
2988,33
1943,473
686,282
311,2516
1641,21
2035,2
2122,6
2359,559
234,208
664,38
2196,255
345,1
164,31
1017,494
184,6
38,76
3681,2
2549,6
1077,11
804,1509
3847,20
2702,198
2179,47
1779,112
918,363
3525,6
1565,10
104,6
955,577
2208,2
1161,593
210,45
1577,591
1575,2105
52,324
1430,2
2379,20
494,25
1368,18
3774,1062
2867,20
1739,40
1690,1
1838,22
2175,18
1730,1750
3642,228
2734,2095
111,281
1028,41
773,4
1016,3
1552,20
2841,3
516,35
1047,4
1240,41
499,24
2158,3
2198,55
3508,3
3041,7
1845,119
3459,85
2357,434
2805,85
385,56
2373,76
822,1696
1342,27
3999,205
3372,72
1009,658
79,1137
2601,1
3438,49
443,11
1952,2
3058,30
1315,2388
1518,299
760,18
147,445
546,826
3196,828
2535,2763
950,2
2903,53
710,410
1100,1100
3735,34
3,10
3372,3
784,3
386,25
596,4
3303,25
2095,1594
3302,17
1181,31
2994,314
1651,1651
1807,3838
10,16
1969,77
29,6
2884,406
2452,7
1473,28
196,20
2797,1384
2765,595
2220,8
3893,3368
887,1
796,3093
51,965
786,5
1003,1267
949,66
185,1
34,1
1446,242
107,312
1028,1
2828,5
2226,1
1930,1
44,19
911,1104
35,516
2141,6
2444,369
1855,157
1075,2
259,164
3269,102
53,1
2913,1972
248,1
797,2
2500,1
1394,15
21,4
4,13
1785,1056
3100,375
894,33
3895,40
311,7
2342,2076
3487,3
2971,98
1373,1358
2919,42
686,2
3422,258
107,6
949,53
3307,7
9,21
210,392
27,39
3681,2382
855,3118
596,25
1092,460
3778,1
364,19
3844,7
466,2
2479,1
38,176
305,370
3951,14
423,5
2432,1
1766,11
3237,93
1692,1
73,4
2111,44
2556,2991
540,1005
9,8
1883,25
3875,359
426,623
1401,36
778,1301
325,22
238,487
60,238
1902,29
712,46
711,7
3256,2
2883,1
879,533
530,11
512,27
439,9
299,1
607,1541
71,1
1202,255
17,10
2651,234
761,2
1581,83
1027,101
2045,14
227,773
1191,2
608,1235
1166,1472
3532,2
1389,30
2583,1
1833,26
3587,115
448,38
1381,28
2683,814
2599,7
2,113
177,90
1413,1977
1105,1198
145,21
142,56
3646,1
2668,699
1449,70
2933,62
3097,2597
42,31
1692,285
2391,873
3071,1177
293,67
2049,352
217,369
269,1
1813,2370
350,957
1509,393
18,889
356,63
1338,2
2235,160
353,1
13,9
326,113
1843,28
2451,2306
1945,1909
542,16
614,2613
1145,15
2672,4
2372,20
21,11
31,1726
54,367
1537,2133
3403,15
1847,56
2043,62
49,3
1896,3818
813,4
2406,2
56,276
1660,32
151,2936
1665,117
46,444
3909,851
3008,24
105,573
740,60
1884,204
606,1104
2424,14
18,198
747,2
3786,41
1695,5
13,91
69,5
594,1082
59,750
521,3
308,2
2294,273
559,9
1676,19
2177,114
516,35
513,4
3475,2356
1443,61
3808,18
1113,200
3853,1813
2821,356
267,5
795,147
3493,1
3405,2695
59,7
654,3
1627,172
255,3
1651,205
2422,248
906,55
745,17
1499,595
2799,2
3623,315
2985,2955
147,1
654,909
76,160
640,1916
3835,22
3407,3410
3877,1006
3630,1708
1905,1
198,2
223,139
478,478
1923,26
215,1
3750,429
2942,16
1496,5
515,4
2611,63
9,16
1729,896
1749,37
114,18
1736,173
2029,6
1241,1
2565,31
478,3800
286,12
3231,212
1220,2
18,35
2988,8
1649,1
21,4
44,839
2366,31
3637,7
524,17
264,74
401,235
2195,177
16,4
2308,53
922,2093
1807,37
270,2242
334,810
2762,3
1012,1974
271,38
2223,3
91,9
799,1210
1263,12
264,87
739,314
2414,8
3081,838
3750,2700
1455,752
1430,6
15,645
3820,5
974,505
2083,2
2657,56
3842,54
1417,137
1283,1443
2085,11
19,992
2693,3342
114,819
3024,59
2,205
1074,59
1296,2
2285,141
1374,257
512,264
674,104
175,11
2987,758
432,179
1722,1308
1140,6
2602,259
55,162
165,1862
206,2
2843,26
272,4
1952,291
803,1296
715,3
2460,2
373,2628
1125,343
3663,3
787,15
3244,1
1795,3765
3547,1351
614,1
3113,831
1788,11
1299,30
751,26
2532,2127
675,60
919,12
2377,1
3492,9
2486,189
1942,3
1592,8
143,2728
2,936
1113,7
12,400
2479,259
1443,2519
1514,1
684,2
2802,1653
1444,1298
3139,52
1410,343
2274,198
874,28
558,3
2066,1
455,192
1851,73
3120,4
355,1
147,64
1208,2
1953,54
199,32
25,29
2649,39
1905,117
235,5
1086,127
1823,222
756,64
209,104
456,1422
392,749
27,33
1618,266
136,14
1328,206
275,24
2111,2
5,59
2275,1179
2646,10
219,7
1026,3
1895,773
1276,663
3940,6
3149,137
16,9
2474,1664
657,2169
1622,24
3726,209
1779,1
3382,3
1279,313
621,1030
857,2187
175,436
1186,37
56,3486
428,2441
3885,2
3057,14
3129,22
3667,6
2299,5
2679,129
3189,475
3934,19
2573,61
1058,313
1345,3
3267,2
1518,2643
89,263
2574,178
10,13
1135,6
3181,36
320,6
2125,101
2925,2
7,140
3216,2
52,53
2380,1427
1335,656
1173,3487
420,24
2895,2895
43,1
3233,338
291,2348
2380,5
958,146
4,1
2304,5
3396,1
1802,5
361,756
2943,2035
253,4
1961,2530
579,86
523,3600
477,3053
2149,1
102,922
448,1097
1680,2791
235,1
1617,720
1691,415
3762,7
1203,11
2158,35
476,5
3071,251
117,1239
3762,347
3401,95
9,9
340,317
9,9
3062,457
2851,3
2276,1
3625,1060
3065,580
448,921
2010,18
1386,1258
210,1
2009,23
916,1326
3562,2225
130,2
260,2
3354,4
931,8
2628,1152
535,25
2759,1443
930,2252
1674,2613
2414,58
2667,332
3859,511
370,737
1347,1
1514,1
1045,69
3189,21
91,4
69,37
255,1628
1984,2149
2222,18
716,18
498,12
3493,972
3228,54
1600,2
763,2
3315,2955
1716,62
1104,1
820,1
1128,36
223,221
3905,7
2743,1
1454,3503
2021,619
429,10
3134,1494
31,956
396,563
1514,1
8,3
537,90
1245,290
349,37
2098,919
2659,6
2729,768
597,1315
2286,21
2271,454
2420,3
2024,1
1495,216
556,770
3059,653
681,95
182,11
98,104
658,262
1255,2753
1443,417
2711,36
128,10
920,2
196,20
3003,776
2666,1
3270,74
952,2
2129,6
3901,253
3356,2
3623,232
1213,7
132,1544
184,30
2333,306
1419,15
25,2659
1113,1
759,69
1693,241
1148,358
25,1530
75,13
3176,5
2934,3
2025,13
892,5
3,194
1349,1
1407,17
1039,24
3091,989
361,7
280,1
1491,2
2680,8
811,22
874,180
591,36
3429,1
827,351
20,18
604,7
1437,1
450,6
3544,24
242,237
1799,25
437,907
630,115
538,108
648,1
3805,7
47,176
3819,1116
192,20
1617,67
3875,7
7,344
728,23
2088,235
1866,71
3682,6
1660,42
2512,1
3,1036
3452,761
35,852
1636,205
2615,2429
3090,52
263,3951
1049,435
246,77
1132,25
2093,922
136,14
569,38
320,1669
1340,62
93,26
267,18
203,7
2032,903
355,41
926,1549
3986,1
1065,35
2287,2975
626,15
849,758
32,74
1243,1
1952,10
451,661
3346,42
2465,565
542,3
341,34
1966,1
3791,31
241,635
1224,1
435,33
454,2
2780,609
58,202
267,128
304,395
2628,6
3493,1020
3440,24
870,5
833,545
2785,18
1569,55
665,79
1750,2
196,26
2603,155
2130,1160
1038,3013
664,1821
699,20
2555,2
345,3250
1546,6
1109,1113
1809,288
2198,7
386,1
540,2
1685,16
274,2
2287,311
320,26
2817,93
2254,1608
3227,35
905,903
608,1
77,52
1182,61
1866,37
281,1
607,7
571,76
101,6
558,4
686,3555
1408,2402
1176,197
844,12
331,236
995,5
141,401
2676,1835
299,14
3597,2
2244,25
302,1
287,7
807,1400
2252,7
41,6
125,541
3489,130
245,50
1553,1081
2390,40
1699,275
2617,28
387,1
215,1080
477,1266
203,1
2459,33
808,420
736,2
3426,29
461,9
562,11
34,4
566,1
263,800
183,177
198,38
1863,3480
1012,419
749,543
2655,11
3789,3969
1550,1
3791,2950
125,1
2082,3321
87,135
2743,30
762,47
512,1
23,4
1676,4
174,2
666,7
990,2240
3648,3104
534,563
755,1779
154,163
2611,313
2616,2043
454,386
637,59
2354,674
78,65
554,3
232,52
2058,221
27,18
113,124
3108,216
38,50
2065,6
3362,126
176,7
1982,11
2846,17
370,1924
1353,3
672,1531
8,8
1080,11
680,22
1584,465
1085,685
202,42
1141,15
36,18
993,1
2951,2073
581,7
715,30
1552,1690
566,8
280,744
122,9
3047,168
1155,35
521,601
158,302
683,221
309,1181
3565,3
250,6
951,1752
437,44
2586,39
195,1199
1581,84
188,700
639,13
179,2
2183,1457
1168,172
1729,373
173,148
651,28
1531,3012
60,189
1117,1
3026,8
285,64
3537,1354
2168,58
332,2781
576,2
776,1
658,2
3985,1
1454,41
2003,2
1854,418
140,1
954,39
502,11
1967,659
3943,5
1344,36
1406,293
3842,2660
2122,3
3652,20
1230,41
332,38
2916,693
3756,438
2741,2
322,16
3007,2
553,1
2180,11
14,432
4,1411
2131,265
114,151
1331,141
3614,534
48,66
3357,31
967,1
296,6
3661,64
2480,3252
280,32
673,201
356,1
1161,134
1592,145
3257,1
634,165
184,2
2729,3086
172,2113
3530,10
3672,13
3329,1
3130,42
730,19
1106,158
1129,113
1239,1
2018,18
1103,6
2916,26
1536,11
1118,749
3030,106
190,1
17,13
2879,107
455,38
3749,166
3887,1
31,139
3768,2052
660,78
333,2300
36,71
1523,139
2430,39
2343,124
2318,3
3521,147
683,14
1018,50
514,3324
1392,19
1405,29
3104,1
12,514
3445,15
3446,3446
1666,37
3103,134
983,1215
482,22
39,27
438,11
946,35
277,15
2341,1745
607,2
247,6
433,3452
1382,1383
1402,4
1984,484
622,2
2020,3906
273,10
857,333
948,1
333,513
3491,819
1050,345
1166,1
680,9
176,3
3943,619
1566,18
3382,3309
36,479
3927,2
823,13
870,2
400,27
3701,3160
69,888
648,3490
1257,57
1122,9
240,1631
1433,22
69,25
1857,948
1915,943
1367,14
441,121
496,31
1077,34
1464,1365
1519,331
1246,3778
3218,1879
3665,14
2060,6
32,870
1133,3
173,2
420,145
1659,1
1198,455
706,914
3923,18
27,719
971,2382
2935,3
173,26
2410,8
2620,1
709,1
156,33
510,345
2963,5
9,525
3698,1108
1,3871
2281,1020
671,5
1427,642
1456,1
3375,31
2918,992
579,4
1839,1
263,466
227,278
18,76
227,861
149,49
3575,757
3780,28
3025,2876
537,565
3476,240
37,48
2961,34
312,5
31,42
980,989
639,1
81,14
2168,27
2501,1352
1312,101
13,1
2467,1586
3858,32
2532,1096
1177,14
3997,20
1240,19
3220,165
1955,11
166,3
3290,26
155,157
3425,1361
449,2
1341,1361
3511,19
2127,2478
2158,1
254,4
1369,1551
860,172
30,2671
1068,1535
371,620
1828,1
941,12
531,562
186,2576
1448,188
214,1538
495,10
792,389
91,9
1407,60
1635,54
2070,7
2329,3
558,4
902,24
917,3784
3070,249
28,173
2177,118
1826,6
1770,58
1065,334
3762,4
3890,2
1592,145
856,74
72,631
971,1
688,1167
1399,20
1314,2326
253,48
2819,7
1705,1
3319,638
1039,1
200,41
288,3666
2232,370
3102,514
2539,5
632,66
587,581
382,1
1981,1449
2628,3516
1590,2
2807,32
60,40
1698,1018
840,20
606,3422
2871,23
3621,7
941,9
723,55
3196,5
2981,2771
902,102
81,222
420,45
230,232
1415,1
1583,1830
3128,24
266,381
190,1099
3,2
3518,2245
373,399
3194,839
661,3851
444,5
1678,2
677,450
540,19
2225,57
933,1
1699,54
804,72
53,32
722,1
3516,27
968,2476
627,1
1261,2193
2219,273
88,418
1070,2
1164,150
798,72
1830,148
3029,110
2171,5
2792,43
8,8
3391,174
3128,15
776,187
3067,51
2742,49
2807,765
2913,67
2605,44
3053,1497
190,1957
1296,169
2665,24
1090,62
3296,3426
669,31
20,1721
3349,1
3238,539
2614,1
2828,1
580,1
63,6
64,900
3337,14
3698,615
1603,1
11,338
1996,42
3734,26
1905,89
813,2672
2339,6
19,868
3328,14
507,7
7,49
1819,5
2767,20
3948,3
3143,292
2653,194
746,5
1885,21
1044,20
186,3
700,84
211,2105
731,42
3574,1835
250,1
3700,1129
8,4
3307,2154
764,508
352,1
3450,3431
2876,41
1104,54
981,1719
1758,1
2273,29
2905,3
2311,29
3372,4
3615,2281
2940,2649
539,25
3231,25
47,1135
221,3265
1119,1
1030,1564
974,126
1,2
1129,3068
3379,435
2776,189
667,177
556,16
255,451
1989,2696
659,1967
1111,54
1033,115
1501,45
3017,43
792,2
771,3
2225,41
1420,986
2191,1
3828,1
507,7
1655,2
3094,6
3162,129
2745,3488
2153,11
89,6
3738,420
130,905
2697,1117
415,1301
2697,2
41,178
1101,17
3487,25
696,6
954,50
8,10
419,140
1319,1
1542,51
60,11
432,790
29,1457
426,147
113,916
401,2
3761,3986
1468,1147
1191,2
2817,1045
1289,1
3767,1072
3174,82
2673,52
1931,7
1250,10
2322,3722
471,1
2892,260
930,1
2829,30
3,3518
611,3518
2265,4
2986,30
1083,217
851,70
2103,1
1601,11
159,171
232,122
4,9
1812,345
2552,8
811,517
993,1
296,1
1990,18
101,25
357,3
1383,2798
2114,20
2158,3924
1549,1
465,3021
1922,244
2962,249
2958,210
861,39
1221,20
1666,3
2539,2
1074,161
2638,2
1165,1221
58,1
3460,18
1669,507
2256,2802
2899,172
3095,504
2949,5
2961,234
2505,43
2266,89
758,210
1296,6
1140,2362
178,55
2630,14
1614,24
2134,18
1785,23
2726,37
2623,1
5,511
1188,2
1496,1
273,1
10,340
19,26
3775,45
2846,2
2325,776
532,1
1219,399
558,3
2849,494
2556,366
1028,6
2939,6
802,6
2715,1040
3017,21
2201,7
1575,3903
86,1
1354,1
2949,194
2977,296
1968,30
3638,12
1930,1284
1242,345
697,1
309,403
3628,30
1044,2022
53,1
300,39
2286,34
2279,6
1515,32
1000,63
519,1
2273,918
2042,15
69,69
3097,179
458,480
3740,49
18,633
3102,504
640,2
2698,3126
3968,1
3286,1717
2016,42
265,3
2772,7
1185,3573
206,1
1863,3342
3554,1
155,6
234,1275
3667,3
873,143
666,1303
1266,5
1594,1
104,187
347,286
1232,325
1146,7
1255,1
229,2
2331,14
2140,119
3503,234
1495,3386
3151,227
1691,2656
1353,360
69,39
3250,66
332,762
3967,26
4,13
153,299
3312,15
1909,2
615,1243
933,457
533,8
2120,36
618,1480
968,2
771,275
3121,15
867,11
3356,39
24,110
1571,1
2670,6
3439,42
3637,841
2427,970
1770,1
868,36
540,121
2809,81
3770,61
2540,3710
484,111
25,6
354,5
3337,14
1493,1
7,586
454,510
474,5
585,346
1578,4
1008,19
3864,3
1044,1
1931,2449
2531,802
1494,1
866,1
1598,590
3348,6
2600,63
3560,486
2773,48
149,3308
1002,56
2361,1
696,20
1045,1085
3450,2954
386,29
1953,26
1982,5
1670,2873
3779,34
1496,1
414,4
14,562
2954,166
2017,11
636,366
1069,57
1134,4
1251,173
7,1373
1461,20
466,6
2688,2220
413,625
22,3166
3801,10
143,80
1561,819
406,43
406,50
953,292
444,18
779,76
2072,1
2214,833
3233,496
1051,1
3418,33
59,11
957,1
1357,25
765,1542
2334,1044
4,3
3739,906
3023,11
2430,33
1221,236
1918,17
565,1881
1919,368
2826,38
2842,16
2646,153
1061,279
1773,1
2176,3
241,345
3744,1663
2311,7
1840,782
617,32
1769,29
3472,2767
639,2311
1646,1195
756,6
3321,313
2452,47
237,865
3243,1289
33,14
2115,2254
931,14
479,2031
1365,1
2626,27
3811,11
2360,3123
59,11
1646,1899
505,1
1116,31
1605,3
846,5
988,12
1989,70
3511,667
983,1447
3490,2783
3235,1357
1280,2213
121,28
1475,1160
2433,36
2783,43
615,4
3251,173
3363,586
390,29
2128,280
2808,42
1627,8
3335,16
1401,1129
746,88
3102,97
3201,28
890,683
797,1
1258,1
3612,27
766,158
497,2951
2444,369
1058,142
2383,3
825,617
2959,479
1830,419
3873,1
953,3498
357,5
2983,125
1965,196
3556,1
922,379
655,277
835,3165
236,181
3302,3
525,849
1154,4
49,2183
1605,540
3851,329
1829,326
6,19
3615,15
3385,154
1140,43
884,1052
1931,7
3658,1
1374,670
736,2
1242,24
25,161
2211,153
1532,3
3956,298
1622,33
602,1270
1669,136
3492,7
301,714
339,1
173,1465
171,2
237,3186
177,305
1168,10
2053,3088
2118,4
264,7
1285,24
513,8
2422,2381
1440,32
2843,2
6,24
358,15
258,35
3486,115
3373,21
696,79
815,18
218,101
2626,309
1196,1521
1630,1
2573,530
3834,101
649,1231
3036,124
30,2110
101,220
591,30
2344,230
1297,3652
1183,345
3147,871
149,2512
283,1
121,1
1,5
3715,50
3084,580
2838,2442
1354,1
3099,1
1042,2
41,1352
1017,1251
2752,2
72,4
6,505
458,847
1988,10
1189,45
3156,115
2301,21
1048,2
690,1292
912,51
769,1
1612,3
2612,10
955,2087
186,1
11,651
1794,1085
451,20
3827,2251
1646,2126
610,26
2047,230
340,1
1059,966
6,2688
639,270
26,79
224,1
1478,2197
2127,225
20,5
526,135
103,2
3961,2
323,6
1209,2931
3660,62
583,50
2545,7
2918,26
26,509
105,24
